6850	0.479609	2209
6850	0.141906	3937
6850	0.128557	916
6850	0.142454	867
6850	0.489309	2214
147872	0.440253	931
147872	0.131280	6449
5499	0.124575	7157
5499	0.471699	712
5499	0.139279	5501
60401	0.514833	713
60401	0.165419	3845
7917	0.141344	6449
7917	0.473077	712
7917	0.196614	710
4653	0.491271	713
5501	0.472690	712
79001	0.122498	10488
79001	0.563046	716
55016	0.163848	3122
55016	0.128528	3123
55294	0.126999	6464
55294	0.438242	931
55294	0.125820	3845
7157	0.124605	9063
7157	0.112968	4193
7157	0.112389	2033
7157	0.125983	10114
7157	0.124669	29978
2209	0.824512	2214
2209	0.477109	3937
2209	0.475957	6464
2209	0.477657	867
2209	0.474778	3845
952	0.155373	916
952	0.169269	867
952	0.516124	2214
10488	0.439246	931
2033	0.536011	715
2033	0.125103	5970
2033	0.128344	29979
2033	0.114496	4193
639	0.442406	931
931	0.475349	3122
931	0.437332	4193
5105	0.674234	715
29978	0.140625	29979
29978	0.471794	712
29979	0.473941	712
29979	0.461463	2212
9063	0.471730	712
283600	0.507861	712
6449	0.473376	712
716	0.979054	715
716	0.626092	710
3937	0.139954	867
713	0.497026	9235
713	0.484931	5970
713	0.819341	712
712	0.480900	64841
712	0.474771	54413
712	0.473108	10114
712	0.472347	3316
710	0.605146	715
4193	0.125683	5970
3122	0.155789	3123
2212	0.460328	867
2215	0.706308	3500
2214	0.488906	7597
