9071	0.110034	79001
5657	0.130297	9235
166	0.099539	4088
166	0.097116	125115
166	0.100686	5987
166	0.097745	6386
166	0.097162	6925
166	0.100167	2801
166	0.098319	9146
166	0.098534	85302
166	0.097283	11030
166	0.100969	2885
166	0.097565	4005
166	0.097173	5562
166	0.101267	367
166	0.097034	29079
166	0.097949	5966
166	0.096499	8553
166	0.100575	6733
166	0.097155	10241
166	0.098109	1432
166	0.097713	1822
166	0.096971	9961
166	0.117608	5970
166	0.097100	5859
166	0.100181	7186
55294	0.106514	5595
55294	0.110444	207
55294	0.105936	9611
55294	0.108509	4609
55294	0.126999	6464
55294	0.105760	5604
55294	0.105889	8454
55294	0.125820	3845
55294	0.108539	3725
55294	0.106033	10413
55294	0.438242	931
55294	0.106851	6625
3250	0.110034	79001
5987	0.099809	1147
5987	0.100508	5371
5987	0.100678	7874
5987	0.099506	6386
5987	0.099853	8440
5987	0.101361	3065
5987	0.100764	8554
5987	0.100295	85302
5987	0.100483	7321
5987	0.099174	3551
5987	0.102731	2885
5987	0.106654	7157
5987	0.099282	6477
5987	0.106394	7329
5987	0.098935	5562
5987	0.100950	5925
5987	0.098822	5682
5987	0.120398	9063
5987	0.101929	10524
5987	0.098460	4176
5987	0.108761	4193
5987	0.099497	6427
5987	0.099432	26524
5987	0.100394	7704
5987	0.099071	7334
5987	0.098368	7319
5987	0.100463	7322
5987	0.098998	7323
5987	0.099246	51588
5987	0.098731	9961
5987	0.099308	373
346	0.110034	79001
7514	0.097554	25
7514	0.096526	6427
7514	0.103683	7157
7514	0.099073	3315
7514	0.095256	7161
7514	0.103422	7329
7514	0.096365	6772
7514	0.096749	4869
7514	0.115625	3845
7514	0.117396	5499
7514	0.097753	1398
7514	0.095433	3313
7514	0.097287	3190
7514	0.097058	7531
7514	0.095754	7533
7514	0.096465	1660
811	0.102071	2130
811	0.096723	5111
811	0.096531	3326
811	0.096249	5597
811	0.098705	3315
811	0.095297	5034
811	0.096426	7415
811	0.095196	5604
811	0.115256	3845
811	0.097404	3192
811	0.095573	351
811	0.097313	2023
811	0.094905	813
811	0.096689	7531
811	0.094968	5566
813	0.095861	5111
813	0.094106	5566
813	0.094435	5034
813	0.098900	1457
813	0.102191	7329
813	0.100181	1956
813	0.095564	7415
813	0.116260	29978
813	0.118407	29979
716	0.563046	79001
716	0.979054	715
716	0.626092	710
715	0.674234	5105
715	0.536011	2033
715	0.605146	710
714	0.420347	7020
714	0.419921	2286
713	0.497026	9235
713	0.514833	60401
713	0.484931	5970
713	0.819341	712
713	0.491271	4653
712	0.471730	9063
712	0.507861	283600
712	0.471794	29978
712	0.474771	54413
712	0.472347	3316
712	0.473941	29979
712	0.471699	5499
712	0.480900	64841
712	0.473376	6449
712	0.473077	7917
712	0.473108	10114
712	0.472690	5501
710	0.176098	1991
710	0.177205	6733
710	0.175521	2023
710	0.175332	3164
710	0.196614	7917
1499	0.098199	1147
1499	0.098257	5295
1499	0.096899	5601
1499	0.097694	3064
1499	0.097313	6925
1499	0.098915	25
1499	0.099378	8945
1499	0.097564	3551
1499	0.097672	6477
1499	0.104784	7329
1499	0.098897	5315
1499	0.106571	2033
1499	0.096811	324
1499	0.101417	367
1499	0.101609	207
1499	0.100139	2932
1499	0.098460	23411
1499	0.097822	26524
1499	0.100710	6714
1499	0.096938	4790
1499	0.096945	4792
1499	0.097606	2274
1499	0.117758	5970
1499	0.098089	7159
1499	0.098713	5599
1499	0.119864	867
1499	0.099405	145508
1499	0.102463	6233
1499	0.100248	1387
1499	0.098547	2064
1499	0.097067	2534
6790	0.098179	1147
6790	0.097345	983
6790	0.096628	8290
6790	0.118737	5499
6790	0.101589	207
6790	0.098527	5347
6790	0.119728	5501
6790	0.099357	8945
6790	0.097436	580
6790	0.097544	3551
6790	0.105023	7157
6790	0.104763	7329
6790	0.100706	6733
6790	0.098629	3184
6790	0.098089	4869
6790	0.097086	4841
6790	0.097970	8517
6790	0.096700	10521
6790	0.107131	4193
6790	0.102349	672
6790	0.097039	6732
6790	0.102752	1956
6790	0.097801	26524
6790	0.097440	7334
6790	0.096905	5604
6790	0.096598	7161
6790	0.099385	145508
6790	0.098629	3190
2316	0.098700	4088
2316	0.097272	3326
2316	0.096324	6925
2316	0.097369	2547
2316	0.097403	4000
2316	0.097660	3184
2316	0.097120	4869
2316	0.095822	324
2316	0.098125	1398
2316	0.100428	367
2316	0.096060	409
2316	0.095731	10521
2316	0.099720	6714
2316	0.097111	5966
2316	0.097167	5591
2316	0.096318	7273
2316	0.097271	1432
2316	0.095962	5578
2316	0.096185	9295
2316	0.098144	3192
2316	0.120840	54413
2316	0.099343	7186
5914	0.095437	7337
5914	0.096302	7704
5914	0.096522	5594
5914	0.099128	207
5914	0.094620	9611
5914	0.095336	2908
5914	0.096416	5371
5914	0.104669	4193
5914	0.095497	5597
5914	0.096586	7874
5914	0.094717	3066
5914	0.097367	7341
5914	0.095271	22938
5914	0.098227	6714
5914	0.095506	2099
5914	0.118517	29979
5859	0.094982	4093
5859	0.095212	1213
5859	0.094921	8503
5859	0.098035	1026
5859	0.094745	10521
5859	0.097511	5300
5859	0.098163	2932
5859	0.095308	310
5859	0.096216	84445
5859	0.094872	1647
5859	0.096011	3320
5859	0.096176	3178
5859	0.115010	3845
5859	0.095186	3181
5859	0.095837	6606
5859	0.095837	6607
5859	0.119854	54413
5859	0.095567	7083
5859	0.098356	7186
5859	0.095850	1660
1660	0.096755	5591
1660	0.097667	7874
1660	0.095941	988
1660	0.096453	6421
1660	0.095320	10521
1660	0.095555	10657
1660	0.097714	1398
1660	0.095496	3609
1660	0.103382	7329
1660	0.100969	672
1660	0.097732	3192
1660	0.098727	23028
1660	0.096751	3178
1660	0.095721	9961
1660	0.097248	3190
1660	0.096510	3309
1660	0.096280	6426
1660	0.116358	5970
1660	0.096558	5479
6386	0.095365	132320
6386	0.095427	7319
6386	0.102470	2130
6386	0.095843	9295
6386	0.097061	4000
6386	0.096341	6477
6386	0.096612	3183
6386	0.096472	9859
6386	0.095975	10241
6386	0.095855	29079
6386	0.099379	6714
6386	0.096770	5966
6386	0.096115	55660
4653	0.123716	2597
4653	0.126940	3543
4653	0.126940	92086
4653	0.123769	5315
4653	0.123665	60
4653	0.129290	3958
4653	0.121626	71
4653	0.126648	1915
2547	0.097584	5111
2547	0.098822	4088
2547	0.096826	3064
2547	0.097043	3309
2547	0.097524	4000
2547	0.096216	4809
2547	0.095752	6204
2547	0.097004	8968
2547	0.105704	2033
2547	0.098678	7534
2547	0.098678	7530
2547	0.096320	1213
2547	0.095853	10521
2547	0.106284	4193
2547	0.097004	8358
2547	0.097242	4869
2547	0.097591	23411
2547	0.097004	8350
2547	0.097004	8351
2547	0.097004	8352
2547	0.097004	8353
2547	0.097004	8354
2547	0.097004	8355
2547	0.097004	8356
2547	0.097004	8357
2547	0.097288	5591
2547	0.100624	1457
2547	0.095750	7409
2547	0.098266	3192
2547	0.097781	3190
2547	0.099380	1387
51115	0.110523	79001
51115	0.102908	7157
51115	0.116029	6464
4214	0.096177	1147
4214	0.095966	3320
4214	0.094878	5601
4214	0.095784	5886
4214	0.096832	7322
4214	0.096832	3164
4214	0.096448	9146
4214	0.094781	10254
4214	0.096852	7321
4214	0.095543	3551
4214	0.095366	7323
4214	0.102762	7329
4214	0.096397	7531
4214	0.118978	29979
4214	0.095029	409
4214	0.100349	672
4214	0.097684	3725
4214	0.094924	4792
4214	0.095659	5595
4214	0.096982	5594
4214	0.094857	26060
4214	0.096691	5599
4214	0.095743	5710
4214	0.098310	7186
1236	0.103512	916
4193	0.104542	7161
4193	0.107078	8554
4193	0.104709	9349
4193	0.112708	7329
4193	0.105911	3320
4193	0.104573	8290
4193	0.107676	3065
4193	0.107773	7341
4193	0.105142	6135
4193	0.105913	2099
4193	0.105883	5479
4193	0.106840	25
4193	0.106797	7321
4193	0.108145	56893
4193	0.106992	7874
4193	0.107060	1616
4193	0.105720	1029
4193	0.106823	5371
4193	0.107265	5925
4193	0.106035	4869
4193	0.114496	2033
4193	0.109342	367
4193	0.437332	931
4193	0.104974	409
4193	0.105703	6188
4193	0.109534	207
4193	0.108064	2932
4193	0.106191	9869
4193	0.107935	1026
4193	0.105746	26524
4193	0.104672	5708
4193	0.108634	6714
4193	0.104736	3055
4193	0.109701	1915
4193	0.105843	7337
4193	0.125683	5970
4193	0.104772	1647
4193	0.106472	5347
4193	0.104682	7319
4193	0.106778	7322
4193	0.105098	9295
4193	0.110426	7316
4193	0.106938	7311
4193	0.105689	5710
4193	0.105303	472
4193	0.112968	7157
4193	0.104622	25913
4193	0.105623	373
4193	0.108173	1387
4193	0.110388	6233
89822	0.110034	79001
5770	0.096937	25
5770	0.097620	6774
5770	0.096009	2099
5770	0.094919	3609
5770	0.099513	1457
5770	0.098160	2932
5770	0.095241	27040
5770	0.100794	1956
5770	0.115007	3845
5770	0.097155	3192
5770	0.098730	6714
5770	0.094878	4233
5770	0.095760	200728
5770	0.094967	4792
7704	0.096659	9611
7704	0.099247	4088
7704	0.096824	125115
7704	0.096374	1785
7704	0.104341	7329
7704	0.097370	6606
7704	0.099406	7341
7704	0.099875	2801
7704	0.098055	7013
7704	0.096305	5708
7704	0.098455	5371
7704	0.098897	5925
7704	0.106129	2033
7704	0.100974	367
7704	0.096841	310
7704	0.097251	3064
7704	0.129411	9235
7704	0.101333	1915
7704	0.097163	2274
7704	0.097100	7083
7704	0.099568	1026
7704	0.097370	6607
7704	0.099889	7186
3551	0.096536	1147
3551	0.096031	3064
3551	0.095525	1213
3551	0.096325	3320
3551	0.098586	1387
3551	0.096599	3326
3551	0.095366	5468
3551	0.097715	8945
3551	0.103382	7157
3551	0.096116	6188
3551	0.096328	8517
3551	0.099947	207
3551	0.098043	3725
3551	0.099047	6714
3551	0.095276	4790
3551	0.095283	4792
3551	0.096494	5591
3551	0.096885	5347
3551	0.095288	5578
3551	0.096574	10987
3551	0.094955	7161
3551	0.116096	5970
3551	0.098669	7186
5578	0.094372	8290
5578	0.094753	5468
5578	0.096116	4000
5578	0.095596	8968
5578	0.104295	2033
5578	0.094669	4792
5578	0.097863	2932
5578	0.095596	8358
5578	0.100496	1956
5578	0.095596	8350
5578	0.095596	8351
5578	0.095596	8352
5578	0.095596	8353
5578	0.095596	8354
5578	0.095596	8355
5578	0.095596	8356
5578	0.095596	8357
5578	0.094813	57154
5578	0.095520	1029
5578	0.117588	867
5578	0.096225	26260
5578	0.094716	5879
145508	0.096874	132320
145508	0.098370	84445
145508	0.097980	9859
145508	0.098862	5430
145508	0.098863	85302
145508	0.098268	7159
145508	0.105222	7157
145508	0.096876	5566
145508	0.098313	117178
145508	0.098247	7205
145508	0.096989	324
145508	0.099293	1398
145508	0.098849	10768
145508	0.097364	29079
145508	0.097293	7533
145508	0.098725	5347
145508	0.098000	26524
145508	0.098328	22981
145508	0.098065	6427
145508	0.120042	867
10413	0.094897	5604
10413	0.116729	5499
10413	0.096888	25
10413	0.095859	3476
10413	0.097350	8945
10413	0.096845	7321
10413	0.096061	7159
10413	0.095297	5562
10413	0.104544	2033
10413	0.096643	10768
10413	0.096391	7531
10413	0.097518	7530
10413	0.095087	7533
10413	0.095271	7532
10413	0.094693	10521
10413	0.094771	9113
10413	0.095794	26524
10413	0.097518	7534
10413	0.095859	6427
10413	0.097459	5300
10413	0.116824	29978
10413	0.094590	7161
10413	0.095699	6772
10413	0.095144	7529
147872	0.110974	23028
147872	0.440253	931
147872	0.131280	6449
7341	0.099075	5111
7341	0.099690	7874
7341	0.097548	5604
7341	0.097936	6925
7341	0.098258	51588
7341	0.099091	9146
7341	0.105666	7157
7341	0.099307	85302
7341	0.097369	5708
7341	0.104423	2130
7341	0.099757	1616
7341	0.097918	26986
7341	0.099520	5371
7341	0.105405	7329
7341	0.099963	5925
7341	0.098732	4869
7341	0.098565	3183
7341	0.102040	367
7341	0.098401	6188
7341	0.119410	9063
7341	0.097354	10155
7341	0.102992	672
7341	0.099776	8554
7341	0.100327	3725
7341	0.120789	10114
7341	0.097240	7161
7341	0.097608	1107
7341	0.099784	6310
7341	0.100871	1387
5347	0.097471	22981
5347	0.098006	85302
5347	0.098698	8945
5347	0.096041	10521
5347	0.098807	5300
5347	0.096509	5887
5347	0.105892	2033
5347	0.104364	7157
5347	0.096369	6453
5347	0.096082	55835
5347	0.116307	3845
5347	0.096872	5684
5347	0.119456	7917
5347	0.097299	5597
5347	0.097410	7159
55016	0.163848	3122
55016	0.128528	3123
8945	0.098350	1147
8945	0.097516	983
8945	0.098136	4089
8945	0.097076	5604
8945	0.105194	7157
8945	0.098285	117178
8945	0.096771	6204
8945	0.096962	324
8945	0.098094	3183
8945	0.097702	5684
8945	0.098251	5966
8945	0.100290	2932
8945	0.096800	8553
8945	0.097206	8454
8945	0.099825	4609
8945	0.097089	4790
8945	0.097096	4792
8945	0.099004	7322
8945	0.102653	7316
8945	0.097915	5710
8945	0.098800	3190
8945	0.117909	5970
8945	0.102614	6233
6430	0.095457	4691
6430	0.101367	2130
6430	0.094909	988
6430	0.095827	1432
6430	0.095421	6421
6430	0.095546	5597
6430	0.094650	4809
6430	0.094464	3609
6430	0.098293	6733
6430	0.116324	5499
6430	0.095380	6606
6430	0.095380	6607
6430	0.094169	23451
6430	0.117733	10114
6430	0.094728	3181
22976	0.095727	8358
22976	0.116643	9063
22976	0.102274	3958
22976	0.097009	8554
22976	0.094837	4087
22976	0.102900	7157
22976	0.096753	5371
22976	0.096649	60
22976	0.095727	8968
22976	0.100319	6233
22976	0.095159	351
22976	0.095742	6427
22976	0.095727	8350
22976	0.095727	8351
22976	0.095727	8352
22976	0.095727	8353
22976	0.095727	8354
22976	0.095727	8355
22976	0.095727	8356
22976	0.095727	8357
6204	0.119210	6850
6204	0.101194	2130
6204	0.102438	7157
6204	0.094178	9349
6204	0.094612	6135
6204	0.095894	26260
6204	0.099857	6233
6204	0.095172	6188
23390	0.096790	8358
23390	0.096790	8353
23390	0.096790	8354
23390	0.098053	1616
23390	0.108766	3123
23390	0.096790	8351
23390	0.097174	5295
23390	0.097184	9869
23390	0.096790	8968
23390	0.115903	3845
23390	0.096611	3064
23390	0.096790	8350
23390	0.096670	22938
23390	0.096790	8352
23390	0.099236	2801
23390	0.100694	1915
23390	0.096790	8355
23390	0.096790	8356
23390	0.096790	8357
7415	0.097578	3190
7415	0.095826	8503
7415	0.097058	3312
