1956	4	0.148426	7.378000e-04
207	3	0.150601	7.378000e-04
7157	3	0.139427	8.090000e-04
7531	3	0.143455	7.378000e-04
4193	2	0.137684	8.090000e-04
4780	2	1.000000	0.000000e+00
196	2	0.157572	7.378000e-04
5595	2	0.141416	7.378000e-04
317	2	0.204309	3.654000e-04
27258	2	0.156262	7.378000e-04
5578	2	0.139973	8.090000e-04
2017	2	0.137198	8.090000e-04
8945	2	0.133378	8.090000e-04
1649	2	0.168355	6.617000e-04
6942	2	0.212199	3.654000e-04
3326	2	0.138827	8.090000e-04
3329	2	0.136610	8.090000e-04
2066	2	0.149918	7.378000e-04
9020	2	0.166933	6.617000e-04
5970	2	0.142257	7.378000e-04
2033	2	0.136989	8.090000e-04
8878	2	0.136157	8.090000e-04
208	2	0.148466	7.378000e-04
2064	2	0.139659	8.090000e-04
3320	2	0.980787	0.000000e+00
4830	2	0.132162	8.090000e-04
1499	2	0.138325	8.090000e-04
10728	2	0.141418	7.378000e-04
5925	2	0.138217	8.090000e-04
9817	2	0.985360	0.000000e+00
10273	2	0.135794	8.090000e-04
3725	2	0.149350	7.378000e-04
3551	2	0.145408	7.378000e-04
2932	2	0.139840	8.090000e-04
5888	2	0.138499	8.090000e-04
6790	1	0.126983	8.090000e-04
9255	1	0.126977	8.090000e-04
9252	1	0.129411	8.090000e-04
55291	1	0.135240	8.090000e-04
7185	1	0.117910	1.031500e-03
7187	1	0.133567	8.090000e-04
203068	1	0.127800	8.090000e-04
2745	1	0.139260	8.090000e-04
8294	1	0.130346	8.090000e-04
397	1	0.152608	7.378000e-04
396	1	0.130822	8.090000e-04
205	1	0.307235	1.430000e-04
6217	1	0.126352	8.090000e-04
6210	1	0.125029	8.090000e-04
24145	1	0.179220	6.617000e-04
8841	1	0.128135	8.090000e-04
367	1	0.133328	8.090000e-04
5058	1	0.133251	8.090000e-04
347733	1	0.133873	8.090000e-04
2805	1	0.113173	1.031500e-03
26548	1	0.140693	7.378000e-04
4294	1	0.156819	7.378000e-04
4292	1	0.123400	8.090000e-04
81567	1	0.121304	8.090000e-04
2186	1	0.134150	8.090000e-04
154	1	0.130484	8.090000e-04
156	1	0.135393	8.090000e-04
159	1	0.128964	8.090000e-04
6189	1	0.126065	8.090000e-04
10376	1	0.132431	8.090000e-04
122953	1	0.162666	6.617000e-04
6233	1	0.126801	8.090000e-04
9770	1	0.136043	8.090000e-04
79728	1	0.132732	8.090000e-04
6430	1	0.116003	1.031500e-03
9948	1	0.123489	8.090000e-04
8507	1	0.175593	6.617000e-04
26528	1	0.110091	1.031500e-03
10454	1	0.131974	8.090000e-04
11243	1	0.141728	7.378000e-04
5801	1	0.197957	5.092000e-04
10537	1	0.133503	8.090000e-04
834	1	0.167927	6.617000e-04
835	1	0.152241	7.378000e-04
8880	1	0.118866	1.031500e-03
5241	1	0.144718	7.378000e-04
468	1	0.140700	7.378000e-04
3002	1	0.145139	7.378000e-04
7284	1	0.125008	8.090000e-04
23221	1	0.147978	7.378000e-04
6416	1	0.149446	7.378000e-04
3912	1	0.114735	1.031500e-03
6732	1	0.118173	1.031500e-03
554313	1	0.130346	8.090000e-04
90627	1	0.149804	7.378000e-04
10000	1	0.151333	7.378000e-04
90324	1	0.148535	7.378000e-04
5829	1	0.130806	8.090000e-04
730211	1	0.142818	7.378000e-04
64770	1	0.121700	8.090000e-04
2768	1	0.154191	7.378000e-04
3065	1	0.123724	8.090000e-04
55074	1	0.153540	7.378000e-04
2597	1	0.131016	8.090000e-04
498	1	0.127801	8.090000e-04
150864	1	0.200541	3.654000e-04
7755	1	0.128333	8.090000e-04
3932	1	0.137593	8.090000e-04
6711	1	0.124926	8.090000e-04
3661	1	0.144856	7.378000e-04
57215	1	0.146551	7.378000e-04
5034	1	0.126765	8.090000e-04
8926	1	0.143344	7.378000e-04
5591	1	0.124426	8.090000e-04
5590	1	0.141772	7.378000e-04
5594	1	0.131511	8.090000e-04
5599	1	0.136130	8.090000e-04
27257	1	0.129378	8.090000e-04
10916	1	0.142116	7.378000e-04
10910	1	0.129131	8.090000e-04
7298	1	0.122279	8.090000e-04
7704	1	0.124761	8.090000e-04
2038	1	0.202135	3.654000e-04
637	1	0.137126	8.090000e-04
23770	1	0.126675	8.090000e-04
8359	1	0.130346	8.090000e-04
4068	1	0.154174	7.378000e-04
5781	1	0.130966	8.090000e-04
85365	1	0.144043	7.378000e-04
596	1	0.139926	8.090000e-04
4215	1	0.142908	7.378000e-04
4214	1	0.135137	8.090000e-04
5571	1	0.132606	8.090000e-04
331	1	0.132105	8.090000e-04
332	1	0.138026	8.090000e-04
11221	1	0.172644	6.617000e-04
1938	1	0.122998	8.090000e-04
22933	1	0.126714	8.090000e-04
55603	1	0.142990	7.378000e-04
56950	1	0.143297	7.378000e-04
10598	1	0.133266	8.090000e-04
55578	1	0.154681	7.378000e-04
7013	1	0.127014	8.090000e-04
8370	1	0.130346	8.090000e-04
26355	1	0.145042	7.378000e-04
100507855	1	0.307235	1.430000e-04
1026	1	0.122742	8.090000e-04
5340	1	0.153426	7.378000e-04
9656	1	0.126741	8.090000e-04
9655	1	0.185397	5.847000e-04
572	1	0.143019	7.378000e-04
351	1	0.126414	8.090000e-04
6125	1	0.124578	8.090000e-04
6122	1	0.127488	8.090000e-04
6129	1	0.125011	8.090000e-04
55917	1	0.136931	8.090000e-04
10953	1	0.137342	8.090000e-04
81631	1	0.128732	8.090000e-04
79657	1	0.140186	7.378000e-04
166	1	0.113985	1.031500e-03
3998	1	0.124464	8.090000e-04
80204	1	0.149455	7.378000e-04
7867	1	0.137440	8.090000e-04
26973	1	0.133556	8.090000e-04
84271	1	0.110670	1.031500e-03
79001	1	0.132099	8.090000e-04
5536	1	0.133900	8.090000e-04
3839	1	0.127211	8.090000e-04
55249	1	0.152786	7.378000e-04
6147	1	0.125335	8.090000e-04
6146	1	0.120450	8.090000e-04
2058	1	0.128293	8.090000e-04
4820	1	0.197514	5.092000e-04
9404	1	0.130193	8.090000e-04
64333	1	0.157360	7.378000e-04
7324	1	0.125965	8.090000e-04
7321	1	0.125331	8.090000e-04
7323	1	0.126578	8.090000e-04
7328	1	0.125947	8.090000e-04
8850	1	0.125968	8.090000e-04
1386	1	0.144282	7.378000e-04
1387	1	0.129709	8.090000e-04
60485	1	0.128663	8.090000e-04
7846	1	0.129547	8.090000e-04
1978	1	0.133397	8.090000e-04
5516	1	0.129836	8.090000e-04
84292	1	0.125104	8.090000e-04
51451	1	0.156772	7.378000e-04
8452	1	0.132815	8.090000e-04
6161	1	0.128871	8.090000e-04
51322	1	0.131560	8.090000e-04
1019	1	0.130501	8.090000e-04
5778	1	0.160298	6.617000e-04
8986	1	0.168249	6.617000e-04
1950	1	0.152766	7.378000e-04
56924	1	0.179974	6.617000e-04
3308	1	0.130375	8.090000e-04
5496	1	0.122230	8.090000e-04
3303	1	0.132227	8.090000e-04
2099	1	0.130550	8.090000e-04
81926	1	0.081657	1.849040e-02
7365	1	0.343218	1.430000e-04
7024	1	0.129494	8.090000e-04
3336	1	0.127895	8.090000e-04
4082	1	0.139455	8.090000e-04
4085	1	0.135676	8.090000e-04
26249	1	0.177323	6.617000e-04
1852	1	0.185777	5.847000e-04
2176	1	0.134458	8.090000e-04
2175	1	0.134745	8.090000e-04
6885	1	0.141729	7.378000e-04
8411	1	0.141437	7.378000e-04
89870	1	0.137331	8.090000e-04
6667	1	0.131284	8.090000e-04
6482	1	0.888778	0.000000e+00
4149	1	0.125840	8.090000e-04
4141	1	0.130555	8.090000e-04
3856	1	0.120032	8.090000e-04
5914	1	0.131193	8.090000e-04
64689	1	0.138472	8.090000e-04
7341	1	0.126647	8.090000e-04
2947	1	0.453729	1.430000e-04
55054	1	0.165769	6.617000e-04
84971	1	0.169270	6.617000e-04
5582	1	0.145929	7.378000e-04
5108	1	0.122126	8.090000e-04
2115	1	0.145997	7.378000e-04
2625	1	0.182916	5.847000e-04
660	1	0.160860	6.617000e-04
1912	1	0.118872	1.031500e-03
1915	1	0.119083	1.031500e-03
3280	1	0.134315	8.090000e-04
8434	1	0.133420	8.090000e-04
79444	1	0.133742	8.090000e-04
51218	1	0.190309	5.092000e-04
5971	1	0.133249	8.090000e-04
80076	1	0.123364	8.090000e-04
84172	1	0.121952	8.090000e-04
3327	1	0.193198	5.092000e-04
6604	1	0.128537	8.090000e-04
2353	1	0.122875	8.090000e-04
3735	1	0.124639	8.090000e-04
4691	1	0.125784	8.090000e-04
6840	1	0.129320	8.090000e-04
3096	1	0.129708	8.090000e-04
1457	1	0.125922	8.090000e-04
7385	1	0.124602	8.090000e-04
2908	1	0.131494	8.090000e-04
23557	1	0.122872	8.090000e-04
55367	1	0.166328	6.617000e-04
4719	1	0.119733	1.031500e-03
4678	1	0.124805	8.090000e-04
7248	1	0.128359	8.090000e-04
6829	1	0.123766	8.090000e-04
10549	1	0.136675	8.090000e-04
8743	1	0.182601	5.847000e-04
11140	1	0.132581	8.090000e-04
58508	1	0.123647	8.090000e-04
5979	1	0.139230	8.090000e-04
9261	1	0.137014	8.090000e-04
3178	1	0.125645	8.090000e-04
8550	1	0.151526	7.378000e-04
793	1	0.190259	5.092000e-04
2316	1	0.122605	8.090000e-04
5859	1	0.125560	8.090000e-04
23649	1	0.128359	8.090000e-04
7266	1	0.134997	8.090000e-04
8837	1	0.150706	7.378000e-04
11163	1	0.327627	1.430000e-04
8505	1	0.135158	8.090000e-04
28988	1	0.122750	8.090000e-04
6789	1	0.136617	8.090000e-04
6788	1	0.136862	8.090000e-04
292	1	0.127537	8.090000e-04
9531	1	0.127437	8.090000e-04
1147	1	0.137184	8.090000e-04
6772	1	0.127972	8.090000e-04
81628	1	0.126842	8.090000e-04
29110	1	0.133090	8.090000e-04
56850	1	0.141409	7.378000e-04
120892	1	0.135284	8.090000e-04
6194	1	0.122320	8.090000e-04
6223	1	0.107115	1.540100e-03
6224	1	0.124583	8.090000e-04
106821730	1	0.186074	5.847000e-04
80824	1	0.233097	3.654000e-04
5271	1	0.160835	6.617000e-04
79738	1	0.145703	7.378000e-04
5606	1	0.155875	7.378000e-04
5601	1	0.133348	8.090000e-04
5600	1	0.146654	7.378000e-04
5609	1	0.152036	7.378000e-04
5608	1	0.161253	6.617000e-04
9978	1	0.134552	8.090000e-04
5048	1	0.128634	8.090000e-04
9518	1	0.196275	5.092000e-04
10197	1	0.119055	1.031500e-03
8517	1	0.133435	8.090000e-04
4776	1	0.167389	6.617000e-04
4778	1	0.157045	7.378000e-04
4779	1	0.202477	3.654000e-04
142	1	0.127678	8.090000e-04
1191	1	0.141488	7.378000e-04
821	1	0.126437	8.090000e-04
6747	1	0.124928	8.090000e-04
6748	1	0.129717	8.090000e-04
836	1	0.974100	0.000000e+00
839	1	0.146558	7.378000e-04
3654	1	0.146065	7.378000e-04
26073	1	0.139792	8.090000e-04
10071	1	0.241413	2.934000e-04
5062	1	0.130471	8.090000e-04
4647	1	0.201426	3.654000e-04
55300	1	0.242015	2.934000e-04
1452	1	0.138061	8.090000e-04
373509	1	0.201281	3.654000e-04
55671	1	0.125531	8.090000e-04
9149	1	0.147480	7.378000e-04
7975	1	0.314497	1.430000e-04
847	1	0.133030	8.090000e-04
843	1	0.148935	7.378000e-04
55362	1	0.343218	1.430000e-04
29079	1	0.120496	8.090000e-04
6721	1	0.128222	8.090000e-04
6091	1	0.205533	3.654000e-04
6093	1	0.136093	8.090000e-04
1459	1	0.125163	8.090000e-04
8939	1	0.111693	1.031500e-03
7170	1	0.125820	8.090000e-04
5583	1	0.184984	5.847000e-04
5588	1	0.153556	7.378000e-04
93144	1	0.111264	1.031500e-03
2288	1	0.139300	8.090000e-04
4925	1	0.136875	8.090000e-04
10155	1	0.126273	8.090000e-04
10013	1	0.968399	0.000000e+00
23764	1	0.200825	3.654000e-04
6709	1	0.124575	8.090000e-04
391634	1	0.156828	7.378000e-04
3091	1	0.138475	8.090000e-04
10467	1	0.155675	7.378000e-04
648	1	0.125481	8.090000e-04
641	1	0.125310	8.090000e-04
1676	1	0.135539	8.090000e-04
23005	1	0.120112	8.090000e-04
1410	1	0.129839	8.090000e-04
4208	1	0.155986	7.378000e-04
4209	1	0.155088	7.378000e-04
4205	1	0.154109	7.378000e-04
23400	1	0.141999	7.378000e-04
7283	1	0.133877	8.090000e-04
7280	1	0.126716	8.090000e-04
9451	1	0.157709	7.378000e-04
3420	1	0.128036	8.090000e-04
7701	1	0.189436	5.847000e-04
54925	1	0.171732	6.617000e-04
7138	1	0.123887	8.090000e-04
1650	1	0.126056	8.090000e-04
581	1	0.141477	7.378000e-04
329	1	0.135122	8.090000e-04
6139	1	0.127536	8.090000e-04
9474	1	0.160066	6.617000e-04
571	1	0.187832	5.847000e-04
57448	1	0.142276	7.378000e-04
2060	1	0.128365	8.090000e-04
2065	1	0.135084	8.090000e-04
5019	1	0.122385	8.090000e-04
27429	1	0.134507	8.090000e-04
467	1	0.143173	7.378000e-04
8361	1	0.130346	8.090000e-04
8360	1	0.130346	8.090000e-04
8363	1	0.130346	8.090000e-04
8362	1	0.130346	8.090000e-04
8365	1	0.130346	8.090000e-04
8364	1	0.130346	8.090000e-04
8367	1	0.130346	8.090000e-04
8366	1	0.130346	8.090000e-04
8368	1	0.130346	8.090000e-04
3984	1	0.150493	7.378000e-04
7871	1	0.136148	8.090000e-04
9641	1	0.147320	7.378000e-04
53635	1	0.137559	8.090000e-04
1630	1	0.137187	8.090000e-04
1639	1	0.119508	1.031500e-03
84268	1	0.280646	2.158000e-04
100137049	1	0.167682	6.617000e-04
5429	1	0.140615	7.378000e-04
4241	1	0.124613	8.090000e-04
6159	1	0.128207	8.090000e-04
55905	1	0.134370	8.090000e-04
4846	1	0.128432	8.090000e-04
2268	1	0.146418	7.378000e-04
81620	1	0.146950	7.378000e-04
79817	1	0.222391	3.654000e-04
91748	1	0.184407	5.847000e-04
79624	1	0.138704	8.090000e-04
8681	1	0.167682	6.617000e-04
261734	1	0.139629	8.090000e-04
4035	1	0.139948	8.090000e-04
5494	1	0.144270	7.378000e-04
2872	1	0.149643	7.378000e-04
5501	1	0.125746	8.090000e-04
51447	1	0.139724	8.090000e-04
7534	1	0.129417	8.090000e-04
7530	1	0.129417	8.090000e-04
7532	1	0.126424	8.090000e-04
6173	1	0.153105	7.378000e-04
6171	1	0.180523	5.847000e-04
10980	1	0.127211	8.090000e-04
135892	1	0.135761	8.090000e-04
2203	1	0.131624	8.090000e-04
2993	1	0.194552	5.092000e-04
51053	1	0.136741	8.090000e-04
6696	1	0.125619	8.090000e-04
8621	1	0.148111	7.378000e-04
4174	1	0.129062	8.090000e-04
4170	1	0.142518	7.378000e-04
4172	1	0.129772	8.090000e-04
10724	1	0.137857	8.090000e-04
7314	1	0.126322	8.090000e-04
7316	1	0.125359	8.090000e-04
7311	1	0.125484	8.090000e-04
8615	1	0.126598	8.090000e-04
920	1	0.151781	7.378000e-04
9662	1	0.123364	8.090000e-04
5585	1	0.130223	8.090000e-04
3312	1	0.130213	8.090000e-04
3315	1	0.126960	8.090000e-04
5481	1	0.137285	8.090000e-04
5580	1	0.142039	7.378000e-04
5581	1	0.151463	7.378000e-04
506	1	0.127242	8.090000e-04
636	1	0.147190	7.378000e-04
4155	1	0.136513	8.090000e-04
6714	1	0.132703	8.090000e-04
100462977	1	0.146849	7.378000e-04
130872	1	0.172096	6.617000e-04
9603	1	0.224540	3.654000e-04
9031	1	0.128573	8.090000e-04
3101	1	0.139255	8.090000e-04
54915	1	0.110126	1.031500e-03
8678	1	0.131447	8.090000e-04
4097	1	0.182961	5.847000e-04
2289	1	0.147788	7.378000e-04
1849	1	0.192150	5.092000e-04
1843	1	0.173946	6.617000e-04
1846	1	0.191793	5.092000e-04
3297	1	0.132432	8.090000e-04
8290	1	0.127757	8.090000e-04
100527963	1	0.141728	7.378000e-04
57561	1	0.083231	1.849040e-02
4131	1	0.136894	8.090000e-04
27316	1	0.117898	1.031500e-03
2048	1	0.145753	7.378000e-04
6045	1	0.125351	8.090000e-04
2623	1	0.125307	8.090000e-04
10015	1	0.128923	8.090000e-04
84181	1	0.133573	8.090000e-04
842	1	0.154787	7.378000e-04
10270	1	0.127263	8.090000e-04
22897	1	0.120746	8.090000e-04
841	1	0.139373	8.090000e-04
5757	1	0.129706	8.090000e-04
100532731	1	0.125481	8.090000e-04
840	1	0.140244	7.378000e-04
7431	1	0.123075	8.090000e-04
5465	1	0.137859	8.090000e-04
203522	1	0.216016	3.654000e-04
1615	1	0.130779	8.090000e-04
2103	1	0.201281	3.654000e-04
2107	1	0.133666	8.090000e-04
10488	1	0.128113	8.090000e-04
10487	1	0.134206	8.090000e-04
57820	1	0.154361	7.378000e-04
5467	1	0.133795	8.090000e-04
677	1	0.155532	7.378000e-04
670	1	0.135158	8.090000e-04
23148	1	0.148860	7.378000e-04
3059	1	0.134754	8.090000e-04
10072	1	0.137624	8.090000e-04
10294	1	0.132852	8.090000e-04
1060	1	0.141273	7.378000e-04
9232	1	0.134647	8.090000e-04
6613	1	0.126970	8.090000e-04
6569	1	0.154710	7.378000e-04
132	1	0.132022	8.090000e-04
4233	1	0.132565	8.090000e-04
10987	1	0.127241	8.090000e-04
8805	1	0.128315	8.090000e-04
8202	1	0.131049	8.090000e-04
995	1	0.148904	7.378000e-04
994	1	0.146657	7.378000e-04
999	1	0.131460	8.090000e-04
