7514	0.061135	1019
7514	0.066888	1994
7514	0.061921	2597
7514	0.062941	5566
7514	0.064347	7157
7514	0.099909	7316
7514	0.062915	983
7514	0.060903	1111
7514	0.063951	2099
7514	0.061973	3190
7514	0.064900	3320
7514	0.061393	4089
7514	0.063818	4869
7514	0.061802	5599
7514	0.061203	6418
7514	0.061672	8517
7514	0.060929	10013
7514	0.064080	1956
7514	0.061118	2064
7514	0.063710	2335
7514	0.062015	1398
7514	0.061142	1654
7514	0.062092	3313
7514	0.060992	6198
7514	0.060962	6598
7514	0.066595	7533
7514	0.064555	7534
7514	0.061385	8841
7514	0.061120	10383
7514	0.060900	22948
7514	0.061319	29110
7514	0.062661	203068
7514	0.062004	3315
7514	0.063095	6045
7514	0.065217	6613
7514	0.062281	7531
7514	0.061819	1454
7514	0.066153	3725
7514	0.060859	7013
7514	0.061632	10014
7514	0.063589	3326
7514	0.061955	3676
7514	0.064150	4609
7514	0.061586	5499
7514	0.061750	7412
7514	0.061255	57154
7514	0.061561	3611
7514	0.060962	6789
7514	0.061247	1386
7514	0.060914	5601
7514	0.061164	9991
7514	0.061746	7329
7514	0.096355	2773
2849	0.564940	3350
6418	0.062105	1026
6418	0.069729	4899
6418	0.067273	1994
6418	0.062306	2597
6418	0.064731	7157
6418	0.100293	7316
6418	0.061503	55611
6418	0.068921	351
6418	0.063299	983
6418	0.064423	1017
6418	0.062047	1020
6418	0.064426	1457
6418	0.063172	2033
6418	0.062176	2547
6418	0.062951	4193
6418	0.062787	10537
6418	0.064939	7534
6418	0.064094	2335
6418	0.064534	4609
6418	0.062057	8517
6418	0.066537	3725
6418	0.065602	6613
6418	0.062727	5071
6418	0.061244	7013
6418	0.062955	7189
6418	0.061934	23411
6418	0.062460	801
6418	0.061206	2023
6418	0.063137	7428
6418	0.061721	9641
6418	0.061296	2908
6418	0.061492	5879
6418	0.062766	84557
6418	0.061849	5515
6418	0.062158	8359
6418	0.061230	2353
6418	0.061542	5518
3611	0.063683	5566
3611	0.062507	5578
3611	0.100650	7316
3611	0.062929	7431
3611	0.061936	8065
3611	0.064084	22938
3611	0.063709	207
3611	0.061645	1111
3611	0.063689	2932
3611	0.065642	3320
3611	0.062195	4176
3611	0.064560	4869
3611	0.062113	5430
3611	0.063324	8454
3611	0.063294	10971
3611	0.061799	857
3611	0.062758	6464
3611	0.063498	1499
3611	0.064451	2335
3611	0.061615	293
3611	0.062363	409
3611	0.061624	708
3611	0.061884	1654
3611	0.061809	1778
3611	0.061918	1937
3611	0.061886	3187
3611	0.063364	3192
3611	0.064089	3312
3611	0.062834	3313
3611	0.063012	3329
3611	0.061881	4670
3611	0.061899	5518
3611	0.062997	5591
3611	0.061911	6134
3611	0.061606	6207
3611	0.062473	6217
3611	0.061950	6950
3611	0.061886	7203
3611	0.065297	7534
3611	0.062047	9212
3611	0.062320	10155
3611	0.062768	10273
3611	0.061861	10383
3611	0.062199	10694
3611	0.061642	22948
3611	0.062290	23524
3611	0.063402	203068
3611	0.061853	1655
3611	0.061976	2130
3611	0.062745	3315
3611	0.062330	3609
3611	0.065986	8452
3611	0.062011	408
3611	0.062449	3303
3611	0.063221	7529
3611	0.063023	7531
3611	0.062061	8607
3611	0.061671	498
3611	0.065443	3309
3611	0.062086	11140
3611	0.062681	26270
3611	0.064331	3326
3611	0.062200	4691
3611	0.061599	6189
3611	0.061651	6222
3611	0.061652	10576
3611	0.062814	10856
3611	0.064326	10987
3611	0.061558	5987
3611	0.062130	6667
3611	0.061704	6789
3611	0.063389	7532
3611	0.061623	4851
3611	0.062295	5058
3611	0.061970	6188
3611	0.061655	6205
3611	0.061734	6208
3611	0.061753	9349
54165	0.069517	4899
54165	0.062291	1915
54165	0.100082	7316
54165	0.061367	8065
54165	0.061459	8450
54165	0.094720	10980
54165	0.062146	3190
54165	0.065073	3320
54165	0.063991	4869
54165	0.061544	5430
54165	0.061653	7314
54165	0.062755	8454
54165	0.062248	801
54165	0.069005	2885
54165	0.061336	6625
54165	0.061055	708
54165	0.061315	1654
54165	0.061624	1660
54165	0.062585	3178
54165	0.061317	3187
54165	0.062796	3192
54165	0.063520	3312
54165	0.062265	3313
54165	0.061322	7159
54165	0.062926	7428
54165	0.060991	9978
54165	0.061293	10383
54165	0.064874	3309
54165	0.061946	4790
54165	0.063762	3326
54165	0.063758	10987
54165	0.061472	1213
54165	0.061072	3181
54165	0.061343	8453
54165	0.061284	1655
54165	0.061408	2130
54165	0.061761	3609
54165	0.061037	4734
54165	0.062652	7529
54165	0.062454	7531
54165	0.065417	8452
54165	0.061631	4691
54165	0.062402	55832
54165	0.061313	3184
54165	0.062023	4738
54165	0.061031	6189
54165	0.062834	203068
54165	0.061775	4087
54165	0.061880	3303
54165	0.061397	10492
54165	0.061081	26986
10576	0.063370	60
10576	0.062649	988
10576	0.061228	1019
10576	0.063033	5566
10576	0.064439	7157
10576	0.100001	7316
10576	0.062893	7415
10576	0.063435	22938
10576	0.062306	23710
10576	0.063059	207
10576	0.064131	1017
10576	0.061755	1020
10576	0.064992	3320
10576	0.063910	4869
10576	0.061894	5599
10576	0.061274	5684
10576	0.062674	8454
10576	0.068924	2885
10576	0.062108	6464
10576	0.061651	1452
10576	0.063802	2335
10576	0.062473	84557
10576	0.062434	5071
10576	0.061556	5515
10576	0.061084	6198
10576	0.061301	6950
10576	0.062845	7428
10576	0.064647	7534
10576	0.061477	8841
10576	0.061671	10155
10576	0.060967	10494
10576	0.061549	10694
10576	0.060992	22948
10576	0.061411	29110
10576	0.061111	55781
10576	0.061556	81631
10576	0.062753	203068
10576	0.065336	8452
10576	0.065309	6613
10576	0.061911	1454
10576	0.066245	3725
10576	0.061725	10014
10576	0.061651	11337
10576	0.062841	11345
10576	0.062031	26270
10576	0.063682	3326
10576	0.062047	3676
10576	0.064242	4609
10576	0.061865	4790
10576	0.063932	7341
10576	0.061843	7412
10576	0.061167	8826
10576	0.063677	10987
10576	0.061054	6789
10576	0.062740	7532
10576	0.061315	1025
10576	0.061340	1386
10576	0.061429	9641
10576	0.061321	6188
10576	0.061347	57154
6464	0.070542	4899
6464	0.064476	60
6464	0.063754	988
6464	0.062962	5578
6464	0.065250	6714
6464	0.101106	7316
6464	0.069734	351
6464	0.063062	1432
6464	0.065148	2099
6464	0.066097	3320
6464	0.062590	4089
6464	0.065015	4869
6464	0.063363	5594
6464	0.062999	5599
6464	0.062465	5925
6464	0.063223	367
6464	0.065277	1956
6464	0.062315	2064
6464	0.070029	2885
6464	0.062968	5747
6464	0.065898	3309
6464	0.065752	7534
6464	0.064786	3326
6464	0.063212	1398
6464	0.062496	1213
6464	0.062095	3181
6464	0.063672	25
6464	0.062543	867
6464	0.062308	1655
6464	0.064544	3312
